filename,aesthetic_score
Gluduk_00003_.png,16.545042037963867
Gluduk_00006_.png,15.983298301696777
Gluduk_00002_.png,15.849554061889648
Gongg_00003_.png,15.56347942352295
Gluduk_00001_.png,15.491272926330566
Gongg_00004_.png,15.233685493469238
Gluduk_00009_.png,15.19816780090332
Gongg_00007_.png,15.164581298828125
Gluduk_00007_.png,14.984262466430664
Gluduk_00005_.png,14.957036018371582
TokTok_00006_.png,14.450475692749023
TokTok_00005_.png,14.157014846801758
Gluduk_00008_.png,13.579506874084473
TokTok_00007_.png,13.271374702453613
TokTok_00001_.png,13.23864459991455
TokTok_00009_.png,13.132465362548828
TokTok_00004_.png,13.121685028076172
Duttt_00003_.png,13.07543659210205
Byur_00009_.png,13.019858360290527
Gluduk_00004_.png,12.99427318572998
Duttt_00001_.png,12.964818954467773
Duttt_00008_.png,12.948409080505371
TokTok_00003_.png,12.74372673034668
Gongg_00005_.png,12.615900993347168
Duttt_00005_.png,12.595672607421875
Byur_00002_.png,12.546065330505371
Gongg_00009_.png,12.512518882751465
TokTok_00002_.png,12.351744651794434
Byur_00004_.png,12.331433296203613
Gluduk_00010_.png,12.305608749389648
Ting_00004_.png,12.257591247558594
Gongg_00010_.png,12.247522354125977
Duttt_00006_.png,12.235319137573242
Byur_00007_.png,12.203790664672852
Byur_00003_.png,12.111615180969238
Duttt_00007_.png,11.968648910522461
Gongg_00008_.png,11.954465866088867
Ting_00008_.png,11.883575439453125
Byur_00006_.png,11.833362579345703
Ting_00001_.png,11.67973518371582
Ting_00010_.png,11.65926742553711
Byur_00001_.png,11.648932456970215
Ting_00002_.png,11.50432300567627
Duttt_00009_.png,11.343424797058105
Byur_00008_.png,11.317632675170898
Duttt_00002_.png,11.306288719177246
Gongg_00002_.png,11.284099578857422
Ting_00007_.png,11.18160343170166
Duttt_00004_.png,11.136015892028809
Ting_00003_.png,11.033066749572754
Byur_00005_.png,11.001959800720215
Ting_00005_.png,10.967597007751465
Byur_00010_.png,10.884303092956543
Ting_00009_.png,10.667423248291016
Ting_00006_.png,10.6569242477417
Duttt_00010_.png,10.49975872039795
TokTok_00008_.png,10.40900993347168
Gongg_00006_.png,10.348373413085938
TokTok_00010_.png,10.332587242126465
Gongg_00001_.png,9.608133316040039
